,,,,,,A2A,A2B,A2C,A3B,A4,A5,B2,B3,B4,B5,B6,B7,B8,C2A,C2A.1,C2A.2,C2A.3,C2A.4,C2B,C2C,C3A,C3B,C3C,D2,D3
Reporting Year,StateName,LEAName,New/Closed LEA/ESA,NCESID,Year used to make the LEA/ESA/SEA determinations,Total LEA/ESA allocation for Section 611 of IDEA FFY 2020 ($),Total LEA/ESA allocation for Section 611 of IDEA FFY 2021 ($),Increase in LEA/ESA allocations for Section 611 from FFY 2020 to FFY 2021 ($),Total LEA/ESA allocation for Section 619 of IDEA FFY 2021 ($),Total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2021 ($),15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2021 ($),Determination under 34 CFR 300.600(a)(2) that controls whether the LEA may be able to reduce MOE during SY 2021-22,Reduction of local and/or state funds taken pursuant to Section 613(a)(2)(C) by the LEA/ESA during SY 2021-22 ($),Percent of the available reduction taken by LEA /ESA during SY 2021-22 (%),Did the State determine whether the LEA/ESA met the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N),Did the LEA/ESA meet the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N),"By the date of this data submission, did the State return non-Federal funds to the Department based on the failure of the LEA/ESA to meet the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N)",What amount of non-Federal funds did the State return to the Department based on the failure of the LEA/ESA to meet the MOE compliance standard in FFY 2021/SY 2021-22? ($),Required CEIS Was the LEA/ESA required to use 15% of funds for CEIS due to significant disproportionality in SY 2021-22? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'identification as a child with a disability'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'identification by disability category'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'placement in a particular educational setting'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'disciplinary action'? (Y/N),Required CEIS Amount reserved for required CEIS in the LEA /ESA in SY 2021-22 ($),Required CEIS Percent taken for required CEIS in the LEA /ESA in SY 2021-22 (%),Voluntary CEIS Did the LEA/ESA voluntarily use up to 15% of IDEA 611 and 619 fund for CEIS in SY 2021-22? (Y/N),Voluntary CEIS Amount reserved for voluntary CEIS in SY 2021-22 ($),Voluntary CEIS Percent taken for voluntary CEIS during SY 2021-22 (%),Total number of children receiving CEIS under the IDEA in the LEA/ESA during SY 2021-22,"Total number of children who received CEIS under the IDEA anytime in the past two school years (including SY 2019-20, SY 2020-21 and SY 2021-22) and received special education and related services in SY 2021-22"
2021,Texas,GOLD BURG ISD, ,4820970,2019-20,32759,39216,6457,662,39878,5981.7,1,3228.5,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GOLDTHWAITE ISD, ,4821000,2019-20,184526,202998,18472,3906,206904,31035.6,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GOLIAD ISD, ,4821030,2019-20,294849,352004,57155,12472,364476,54671.4,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GONZALES ISD, ,4821060,2019-20,580015,696932,116917,18721,715653,107347.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GOODRICH ISD, ,4821090,2019-20,74318,88104,13786,1543,89647,13447.05,1,6893,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GOOSE CREEK CISD, ,4821150,2019-20,4207689,5351211,1143522,116063,5467274,820091.1,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GORDON ISD, ,4821180,2019-20,44006,56160,12154,1268,57428,8614.2,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GORMAN ISD, ,4821270,2019-20,76059,87910,11851,3342,91252,13687.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRADY ISD, ,4821300,2019-20,44162,50923,6761,1891,52814,7922.1,1,0,0,1,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRAFORD ISD, ,4821330,2019-20,78440,90623,12183,1270,91893,13783.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRAHAM ISD, ,4821360,2019-20,496187,603298,107111,20869,624167,93625.05,1,53555.5,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRANBURY ISD, ,4821390,2019-20,1430701,1811435,380734,39581,1851016,277652.4,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRAND PRAIRIE ISD, ,4821420,2019-20,5656556,6947588,1291032,140997,7088585,1063287.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRAND SALINE ISD, ,4821450,2019-20,231845,289311,57466,5433,294744,44211.6,1,28733,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRANDFALLS-ROYALTY ISD, ,4821480,2019-20,40242,47456,7214,1596,49052,7357.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRANDVIEW ISD, ,4821540,2019-20,274210,338742,64532,21390,360132,54019.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRANDVIEW-HOPKINS ISD, ,4821560,2019-20,6946,7674,728,434,8108,1216.2,1,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRANGER ISD, ,4821590,2019-20,105032,126015,20983,2602,128617,19292.55,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRAPE CREEK ISD, ,4821600,2019-20,261976,308125,46149,11708,319833,47974.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRAPELAND ISD, ,4821630,2019-20,151843,181667,29824,7375,189042,28356.3,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRAPEVINE-COLLEYVILLE ISD, ,4821660,2019-20,2326430,2939248,612818,50067,2989315,448397.25,1,0,0,1,1,+,+,1,0,0,1,0,448397,15,0,0,0,0,0
2021,Texas,GREENVILLE ISD, ,4821720,2019-20,1052541,1323388,270847,59379,1382767,207415.05,2,0,0,1,1,+,+,1,0,0,0,1,0,0,0,0,0,0,0
2021,Texas,GREENWOOD ISD, ,4821750,2019-20,471338,593834,122496,13345,607179,91076.85,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GREGORY-PORTLAND ISD, ,4821780,2019-20,891595,1150451,258856,26432,1176883,176532.45,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GROESBECK ISD, ,4821810,2019-20,356847,423158,66311,10458,433616,65042.4,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GROOM ISD, ,4821840,2019-20,34395,38004,3609,758,38762,5814.3,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GROVETON ISD, ,4821900,2019-20,172137,210959,38822,8715,219674,32951.1,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GRUVER ISD, ,4821930,2019-20,94350,114414,20064,6464,120878,18131.7,1,10032,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GUNTER ISD, ,4821960,2019-20,189311,238093,48782,5399,243492,36523.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GUSTINE ISD, ,4821990,2019-20,44077,50954,6877,2505,53459,8018.85,1,3438.5,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,GUTHRIE CSD, ,4822020,2019-20,22339,30541,8202,950,31491,4723.65,1,4101,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HALE CENTER ISD, ,4822050,2019-20,143243,173074,29831,3621,176695,26504.25,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HALLETTSVILLE ISD, ,4822120,2019-20,219283,270401,51118,6196,276597,41489.55,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HALLSBURG ISD, ,4822140,2019-20,28381,36225,7844,1328,37553,5632.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HALLSVILLE ISD, ,4822170,2019-20,1651633,2950081,1298448,24871,2974952,446242.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,158
2021,Texas,HAMILTON ISD, ,4822230,2019-20,191050,226661,35611,9964,236625,35493.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HAMLIN COLLEGIATE ISD, ,4822260,2019-20,120510,147702,27192,23074,170776,25616.4,1,0,0,1,1,+,+,0,0,0,0,0,0,0,1,1250,0.73,3,0
2021,Texas,HAMSHIRE-FANNETT ISD, ,4822320,2019-20,391787,464509,72722,21593,486102,72915.3,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HAPPY ISD, ,4822350,2019-20,59296,72261,12965,2007,74268,11140.2,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HARDIN ISD, ,4822380,2019-20,260760,299842,39082,10323,310165,46524.75,1,19541,100,1,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HARDIN-JEFFERSON ISD, ,4822410,2019-20,501829,622490,120661,24180,646670,97000.5,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HARLANDALE ISD, ,4822470,2019-20,3126841,3619233,492392,73946,3693179,553976.85,1,0,0,1,1,+,+,1,0,0,1,0,553976,15,0,0,0,0,0
2021,Texas,HARLETON ISD, ,4822500,2019-20,134851,169592,34741,3280,172872,25930.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HARLINGEN CISD, ,4822530,2019-20,3651369,4543330,891961,118000,4661330,699199.5,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HARMONY ISD, ,4822560,2019-20,213739,258249,44510,7204,265453,39817.95,1,22255,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HARPER ISD, ,4822590,2019-20,115070,139809,24739,2511,142320,21348,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HARROLD ISD, ,4822620,2019-20,23296,28616,5320,46,28662,4299.3,1,2660,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HART ISD, ,4822650,2019-20,52374,64122,11748,2863,66985,10047.75,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HARTLEY ISD, ,4822680,2019-20,49402,59453,10051,942,60395,9059.25,1,5025.5,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HARTS BLUFF ISD, ,4822710,2019-20,115656,157674,42018,4943,162617,24392.55,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HASKELL CISD, ,4822740,2019-20,170651,192855,22204,17379,210234,31535.1,1,0,0,1,1,+,+,0,0,0,0,0,0,0,1,1250,0.59,7,1
2021,Texas,HAWKINS ISD, ,4822770,2019-20,162088,182488,20400,4852,187340,28101,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HAWLEY ISD, ,4822800,2019-20,174046,209765,35719,12754,222519,33377.85,1,0,0,1,1,+,+,0,0,0,0,0,0,0,1,1100,0.49,6,0
2021,Texas,HEARNE ISD, ,4822830,2019-20,215486,252467,36981,10668,263135,39470.25,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HEDLEY ISD, ,4822850,2019-20,27003,32934,5931,2294,35228,5284.2,1,2965.5,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HEMPHILL ISD, ,4822890,2019-20,198768,236996,38228,7842,244838,36725.7,1,19114,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HEMPSTEAD ISD, ,4822920,2019-20,309038,386911,77873,10762,397673,59650.95,3,0,0,1,1,+,+,1,0,0,0,1,59650,15,0,0,0,0,0
2021,Texas,HENDERSON ISD, ,4822970,2019-20,746951,906146,159195,32728,938874,140831.1,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HENRIETTA ISD, ,4822980,2019-20,215110,254034,38924,7415,261449,39217.35,1,19462,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HEREFORD ISD, ,4823010,2019-20,843859,1022639,178780,41381,1064020,159603,1,89390,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HERMLEIGH ISD, ,4823040,2019-20,45291,60611,15320,1413,62024,9303.6,1,0,0,1,1,+,+,0,0,0,0,0,0,0,1,4087,6.59,39,2
2021,Texas,HICO ISD, ,4823070,2019-20,128461,157411,28950,4362,161773,24265.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HIDALGO ISD, ,4823100,2019-20,556168,693729,137561,20720,714449,107167.35,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HIGH ISLAND ISD, ,4823160,2019-20,50503,60435,9932,1261,61696,9254.4,1,4966,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HIGHLAND ISD, ,4823190,2019-20,51310,58393,7083,2676,61069,9160.35,1,0,0,1,0,0,+,0,0,0,0,0,0,0,1,3684,6.03,34,6
2021,Texas,HIGHLAND PARK ISD, ,4823250,2019-20,1051621,1318729,267108,21270,1339999,200999.85,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HILLSBORO ISD, ,4823280,2019-20,413928,493429,79501,13648,507077,76061.55,1,0,0,1,1,+,+,1,0,0,0,1,76061,15,0,0,0,0,0
2021,Texas,HITCHCOCK ISD, ,4823310,2019-20,356136,426588,70452,18052,444640,66696,4,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HOLLAND ISD, ,4823370,2019-20,133416,162024,28608,10094,172118,25817.7,1,14304,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HOLLIDAY ISD, ,4823400,2019-20,168700,220622,51922,6765,227387,34108.05,1,25961,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HONDO ISD, ,4823430,2019-20,380186,464401,84215,12768,477169,71575.35,1,42107.5,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HONEY GROVE ISD, ,4823460,2019-20,151383,179282,27899,7735,187017,28052.55,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HOOKS ISD, ,4823490,2019-20,233534,270049,36515,15879,285928,42889.2,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HOUSTON ISD, ,4823640,2019-20,40660729,49329581,8668852,1134851,50464432,7569664.8,4,0,0,1,0,0,+,1,0,0,1,1,7569664,15,0,0,0,0,0
2021,Texas,HOWE ISD, ,4823670,2019-20,230150,285489,55339,9688,295177,44276.55,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HUBBARD ISD, ,4823700,2019-20,25188,23696,-1492,1500,25196,3779.4,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HUBBARD ISD, ,4823730,2019-20,96805,118943,22138,5095,124038,18605.7,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HUCKABAY ISD, ,4823760,2019-20,54652,71468,16816,1471,72939,10940.85,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HUDSON ISD, ,4823790,2019-20,536918,652540,115622,16913,669453,100417.95,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HUFFMAN ISD, ,4823820,2019-20,610528,744216,133688,20441,764657,114698.55,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HUGHES SPRINGS ISD, ,4823850,2019-20,241218,282202,40984,10395,292597,43889.55,1,20492,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HULL-DAISETTA ISD, ,4823880,2019-20,144579,160395,15816,7745,168140,25221,1,7908,100,1,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HUMBLE ISD, ,4823910,2019-20,7129159,9407357,2278198,202756,9610113,1441516.95,2,0,0,1,1,+,+,0,0,0,0,0,0,0,1,625000,6.5,339,55
2021,Texas,HUNT ISD, ,4823970,2019-20,32978,39149,6171,2255,41404,6210.6,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HUNTINGTON ISD, ,4824000,2019-20,375652,452167,76515,7265,459432,68914.8,1,38257.5,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,HUNTSVILLE ISD, ,4824030,2019-20,1614142,2398096,783954,34851,2432947,364942.05,2,0,0,1,1,+,+,1,0,0,0,1,364942,15,0,0,0,0,0
2021,Texas,HURST-EULESS-BEDFORD ISD, ,4824060,2019-20,4426901,5436566,1009665,141240,5577806,836670.9,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,100
2021,Texas,HUTTO ISD, ,4824100,2019-20,1096658,1557808,461150,23147,1580955,237143.25,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,IDALOU ISD, ,4824120,2019-20,195970,237104,41134,5540,242644,36396.6,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,INDUSTRIAL ISD, ,4824150,2019-20,208919,269758,60839,7928,277686,41652.9,1,30419.5,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,2
2021,Texas,INGLESIDE ISD, ,4824180,2019-20,410809,509437,98628,12865,522302,78345.3,1,49314,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,INGRAM ISD, ,4824210,2019-20,281013,330029,49016,7500,337529,50629.35,1,24508,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,IOLA ISD, ,4824240,2019-20,111204,135973,24769,5057,141030,21154.5,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,IOWA PARK CISD, ,4824260,2019-20,352432,440105,87673,11936,452041,67806.15,1,43836.5,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,IRA ISD, ,4824300,2019-20,41157,54787,13630,946,55733,8359.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,1,4759,8.54,47,1
2021,Texas,IRAAN-SHEFFIELD COLLEGIATE ISD, ,4824330,2019-20,143399,155826,12427,10096,165922,24888.3,1,6213.5,100,1,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,IREDELL ISD, ,4824360,2019-20,35016,41948,6932,2088,44036,6605.4,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,IRVING ISD, ,4824420,2019-20,6288439,7972361,1683922,215372,8187733,1228159.95,1,0,0,1,1,+,+,1,0,1,0,0,1228159,15,0,0,0,0,0
2021,Texas,ITALY ISD, ,4824450,2019-20,172876,201553,28677,7948,209501,31425.15,1,0,0,1,1,+,+,0,0,0,0,0,0,0,1,5000,2.39,36,1
2021,Texas,ITASCA ISD, ,4824480,2019-20,137347,165519,28172,4293,169812,25471.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JACKSBORO ISD, ,4824530,2019-20,253345,310243,56898,6918,317161,47574.15,1,28449,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JACKSONVILLE ISD, ,4824590,2019-20,1040098,1252054,211956,61458,1313512,197026.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JARRELL ISD, ,4824600,2019-20,323648,453930,130282,9557,463487,69523.05,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JASPER ISD, ,4824630,2019-20,567915,677906,109991,26146,704052,105607.8,3,0,0,1,1,+,+,0,0,0,0,0,105607,15,0,0,0,0,0
2021,Texas,JAYTON-GIRARD ISD, ,4824660,2019-20,42068,51481,9413,2425,53906,8085.9,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JEFFERSON ISD, ,4824730,2019-20,331532,392232,60700,12562,404794,60719.1,1,30350,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JIM HOGG COUNTY ISD, ,4824750,2019-20,261612,323378,61766,11042,334420,50163,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JIM NED CISD, ,4824780,2019-20,230662,301069,70407,4316,305385,45807.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JOAQUIN ISD, ,4824810,2019-20,152881,188609,35728,11031,199640,29946,1,17864,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JOHNSON CITY ISD, ,4824840,2019-20,137282,161878,24596,5894,167772,25165.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JONESBORO ISD, ,4824900,2019-20,67495,78619,11124,1412,80031,12004.65,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JOSHUA ISD, ,4824930,2019-20,955478,1204110,248632,21046,1225156,183773.4,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JOURDANTON ISD, ,4824960,2019-20,321070,393635,72565,6463,400098,60014.7,1,36282.5,100,1,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JUDSON ISD, ,4824990,2019-20,4650119,5889027,1238908,158590,6047617,907142.55,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,JUNCTION ISD, ,4825020,2019-20,158987,191816,32829,4077,195893,29383.95,1,16414.5,100,1,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KARNACK ISD, ,4825110,2019-20,48349,56421,8072,3387,59808,8971.2,1,4036,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KARNES CITY ISD, ,4825140,2019-20,229229,328318,99089,9168,337486,50622.9,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KATY ISD, ,4825170,2019-20,11989806,16185216,4195410,311874,16497090,2474563.5,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KAUFMAN ISD, ,4825200,2019-20,762222,971782,209560,30062,1001844,150276.6,1,104780,100,1,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KEENE ISD, ,4825230,2019-20,210404,264856,54452,12685,277541,41631.15,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KELLER ISD, ,4825260,2019-20,4989127,6490293,1501166,121101,6611394,991709.1,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KELTON ISD, ,4825290,2019-20,13704,24732,11028,924,25656,3848.4,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KEMP ISD, ,4825320,2019-20,355496,448838,93342,11217,460055,69008.25,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KENEDY COUNTY WIDE CSD, ,4825410,2019-20,12213,18793,6580,1247,20040,3006,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KENEDY ISD, ,4825440,2019-20,186914,222278,35364,6184,228462,34269.3,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KENNARD ISD, ,4825470,2019-20,75559,84598,9039,1756,86354,12953.1,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KENNEDALE ISD, ,4825500,2019-20,516666,651225,134559,10581,661806,99270.9,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KERENS ISD, ,4825530,2019-20,141265,173344,32079,9961,183305,27495.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KERMIT ISD, ,4825560,2019-20,355221,402413,47192,13916,416329,62449.35,1,23596,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KERRVILLE ISD, ,4825590,2019-20,992917,1228988,236071,38422,1267410,190111.5,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KILGORE ISD, ,4825620,2019-20,780051,969454,189403,16568,986022,147903.3,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KILLEEN ISD, ,4825660,2019-20,7842424,9791984,1949560,301070,10093054,1513958.1,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KINGSVILLE ISD, ,4825680,2019-20,753799,881027,127228,33544,914571,137185.65,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KIRBYVILLE CISD, ,4825710,2019-20,361619,424106,62487,12967,437073,65560.95,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KLEIN ISD, ,4825740,2019-20,9078396,11629131,2550735,234085,11863216,1779482.4,1,0,0,1,1,+,+,1,0,1,0,1,1779482,15,0,0,0,0,0
2021,Texas,KLONDIKE ISD, ,4825790,2019-20,52914,64012,11098,2455,66467,9970.05,1,5549,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KNIPPA ISD, ,4825800,2019-20,74929,98293,23364,3286,101579,15236.85,1,11682,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KNOX CITY-O'BRIEN CISD, ,4825870,2019-20,73133,84511,11378,5973,90484,13572.6,1,5689,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KOPPERL ISD, ,4825890,2019-20,52470,62079,9609,3483,65562,9834.3,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KOUNTZE ISD, ,4825920,2019-20,252638,301148,48510,16606,317754,47663.1,1,24255,100,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KRESS ISD, ,4825950,2019-20,62211,76011,13800,1462,77473,11620.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,KRUM ISD, ,4825980,2019-20,359171,461372,102201,11529,472901,70935.15,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,LA FERIA ISD, ,4826040,2019-20,606574,755396,148822,19097,774493,116173.95,1,74411,100,1,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,LA GLORIA ISD, ,4826070,2019-20,22686,24648,1962,917,25565,3834.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
